i,cpu_mj,gpu_mj,ane_mj,dram_mj,time_s
0,1507.0006290040246,0.1012179708729699,0.0,462.9372594493401,0.4960314169948105
1,1496.950668211312,0.1005429634315572,0.0,459.850000414799,0.4927234579954529
2,1468.6940451139656,0.0986451022106724,0.0,451.169815810879,0.4834227500032284
3,1468.9915282259046,0.0986650827178998,0.0,451.2611999907679,0.4835206669959007
4,1479.172504714708,0.0993488898523289,0.0,454.3887058879351,0.4868717499994091
5,1500.238416336118,0.1007637856313158,0.0,460.85996754909496,0.4938056250030058
6,1509.7154372095292,0.10140031145902,0.0,463.7712245097378,0.4969250000067404
7,1461.69840489276,0.0981752387650176,0.0,449.0208170316026,0.4811201249976875
8,1471.3692332004143,0.0988247817042323,0.0,451.99160992125746,0.4843032919961842
9,1468.0661699754685,0.0986029308629921,0.0,450.9769381237049,0.4832160840014694
10,1480.732072591294,0.0994536385119303,0.0,454.8677913407322,0.4873850840012892
11,1466.0959491930096,0.0984706006264055,0.0,450.3717037316366,0.4825675830070395
12,1475.3435923401366,0.0990917202574757,0.0,453.21249788427474,0.4856114580034045
13,1514.13083342455,0.1016968723475048,0.0,465.12759516003786,0.4983783339994261
14,1512.595950245761,0.1015937816401129,0.0,464.6560926279964,0.497873125001206
15,1502.2335709419558,0.1008977905526769,0.0,461.4728613910934,0.4944623330011382
16,1495.3046447168208,0.1004324079646814,0.0,459.34435656113146,0.4921816670030239
17,1495.762512977266,0.1004631607695293,0.0,459.4850096395707,0.4923323749972041
18,1505.742214321196,0.1011334492223075,0.0,462.5506855930939,0.4956172079982934
19,1500.2357579650031,0.1007636070813372,0.0,460.8591509210095,0.4938047499963431
20,1501.366192061746,0.1008395328926977,0.0,461.2064102735686,0.4941768339995178
21,1472.4900455897166,0.0989000612718656,0.0,452.3359135704227,0.4846722090005642
22,1462.9344104531915,0.0982582553029054,0.0,449.40050700372194,0.4815269579994492
23,1472.7381563218598,0.0989167256742394,0.0,452.4121309920798,0.4847538750036619
24,1482.564812614605,0.0995767348283664,0.0,455.4307928600052,0.4879883330067969
25,1501.7557027604369,0.1008656944494987,0.0,461.32606451385743,0.4943050420042709
26,1471.3960688887162,0.0988265841281097,0.0,451.99985360726447,0.4843121250014519
27,1465.3707267413292,0.0984218909287598,0.0,450.14892181117136,0.48232887499762
28,1493.8271059364454,0.100333168804221,0.0,458.8904697209055,0.4916953329957323
0,1471.069231866696,0.1008456582331723,0.0,459.85620154326585,0.4853926670039072
1,1468.578895878081,0.1006749391626123,0.0,459.0777225815124,0.484570958004042
