i,cpu_mj,gpu_mj,ane_mj,dram_mj,time_s
0,5283.835514660083,4.506199071865615,114.09028464916054,751.4003504204952,0.6848855419993924
1,5273.426802443005,4.4973222381334175,113.86553636992608,749.9201548342323,0.6835363749996759
2,5277.839087250254,4.501085154985781,113.9608078499363,750.5476142509995,0.6841082909995748
3,5291.932320688689,4.513104248930637,114.26511350255495,752.5517759087228,0.6859350420018018
4,5334.267930950258,4.54920921229262,115.17923768604574,758.5722116882902,0.6914225420005096
5,5253.551246024907,4.480371821407624,113.43637693015744,747.0937042348667,0.6809601250024571
6,5303.014151736405,4.522555136764529,114.50439598119378,754.1276939533801,0.6873714579996886
7,5300.365365947626,4.520296179984014,114.44720254211376,753.7510170934825,0.687028125001234
8,5279.4904036420885,4.502493442653253,113.99646360732456,750.7824436116101,0.6843223329997272
9,5247.4468174506055,4.475165798188416,113.30456813487412,746.2256095038477,0.6801688749983441
10,5290.911058470883,4.512233288650886,114.24306207858316,752.4065448949636,0.6858026670015533
11,5255.140194994876,4.48172692043632,113.47068603000994,747.3196644884594,0.6811660829989705
12,5279.909902280673,4.5028512025363145,114.00552155754905,750.8420994095924,0.6843767079990357
13,5277.8400593125725,4.501085983987045,113.96082883902017,750.547752485425,0.6841084169973328
14,5295.468962333779,4.516120393406446,114.34147781232024,753.0547124146111,0.6863934579996567
15,5321.702899266701,4.538493410494227,114.90792945977236,756.7853715824855,0.6897938750007597
16,5253.426202615801,4.480265180977107,113.4336769524426,747.0759221405605,0.6809439169992402
17,5244.3110274855135,4.47249151096069,113.2368591441751,745.7796770610081,0.6797624169994378
18,5297.604706097584,4.517941813952089,114.38759348213512,753.3584309175961,0.6866702909974265
19,5221.762252115863,4.453261300186621,112.7499786965768,742.5730750259335,0.6768396670013317
20,5252.119804774605,4.479151049259125,113.4054687879088,746.8901427397938,0.680774583001039
21,5253.3349120036255,4.480187325852603,113.43170577603108,747.0629399427254,0.6809320840002329
22,5313.903441611766,4.531841820234043,114.73952104859232,755.6762312243596,0.6887829170009354
23,5282.065257403178,4.504689348183661,114.05206068216114,751.148606792314,0.6846560830017552
24,5287.1943891946175,4.5090636116999905,114.1628105540042,751.8780071331739,0.6853209159999096
25,5261.15172821498,4.486853719963248,113.6004889987732,748.1745488155013,0.6819452919989999
26,5258.894790811891,4.4849289421758165,113.55175647671808,747.8535956838505,0.6816527500013763
27,5259.360254913488,4.485325902659689,113.56180692808012,747.9197881094241,0.6817130829986127
28,5269.909440352008,4.494322535787292,113.78958835052568,749.4199600230203,0.6830804579985852
29,5275.819074951675,4.49936243339088,113.91719109133356,750.2603536152749,0.6838464590000513
0,5280.146632019839,4.743466790750807,114.64491567504768,752.2737473782265,0.6850735419975535
1,5274.013779635982,4.737957288147416,114.5117564290277,751.3999868245057,0.6842778339996585
