i,cpu_mj,gpu_mj,ane_mj,dram_mj,time_s
0,4298.324586146077,2.34866663806101,0.0,675.5559166546752,0.666461957996944
1,4386.990791615231,2.397115133407328,0.0,689.4913416118936,0.6802097920008237
2,4314.322225328852,2.3574079791773657,0.0,678.0702218416924,0.6689424170035636
3,4320.785126850016,2.3609394019174617,0.0,679.0859783937804,0.6699445000049309
4,4316.092062346529,2.358375043687017,0.0,678.3483822841725,0.6692168330046115
5,4324.958738322495,2.363219923508882,0.0,679.7419334915267,0.6705916249993606
6,4338.561200090624,2.370652505090384,0.0,681.8797951965608,0.6727007079971372
7,4313.949226812134,2.35720416740031,0.0,678.011598685199,0.6688845829994534
8,4369.91905173871,2.3877868881578013,0.0,686.8082229571636,0.6775627919996623
9,4322.818863117996,2.36205066478919,0.0,679.4056151595047,0.6702598339979886
10,4317.2954232396205,2.35903257746012,0.0,678.5375112238108,0.6694034159954754
11,4328.716359179343,2.365273141819432,0.0,680.3325084822034,0.6711742499974207
12,4327.235400242506,2.364463924465652,0.0,680.0997502174303,0.6709446249951725
13,4348.149681125506,2.3758917896220573,0.0,683.3867905304459,0.674187416996574
14,4333.099578385659,2.3676681961041557,0.0,681.0214070540715,0.6718538749992149
15,4346.979638150608,2.375252461240693,0.0,683.2028980768653,0.6740060000010999
16,4316.435767323145,2.35856284905065,0.0,678.4024014551038,0.669270124999457
17,4332.924101282284,2.3675723128803137,0.0,680.9938277977714,0.6718266669995501
18,4326.004087331245,2.363791117306087,0.0,679.9062281355622,0.6707537080001202
19,4354.886149742676,2.3795726933747634,0.0,684.4455428746397,0.6752319170045666
20,4306.127370941402,2.352930192375129,0.0,676.7822589955617,0.6676717919981456
21,4337.617971975319,2.3701371116243717,0.0,681.7315506139848,0.6725544590008212
22,4341.152002730764,2.372068157074022,0.0,682.28698456008,0.6731024160035304
23,4367.9377173689945,2.3867042584401683,0.0,686.4968220544382,0.6772555830029887
24,4337.825696425971,2.370250615264541,0.0,681.7641980976402,0.6725866670021787
25,4313.800353776128,2.3571228210231423,0.0,677.988200717389,0.6688615000020945
26,4338.812194020074,2.370789651798745,0.0,681.9192432258304,0.6727396249989397
27,4312.218351039484,2.356258391877691,0.0,677.739561675017,0.6686162080004578
28,4308.521464833542,2.3542383598576357,0.0,677.1585321832766,0.6680430000051274
29,4335.538818517061,2.369001032143879,0.0,681.4047757527085,0.6722320830012904
0,4459.5610091822355,2.5150736977002492,0.0,690.7063060204271,0.6769831249985145
1,4426.857021083713,2.496629518977919,0.0,685.6410426985092,0.6720185000012862
2,4382.096714354068,2.4713858974813334,0.0,678.7084710723069,0.6652236669979175
3,4405.997731201146,2.4848654347489263,0.0,682.4103114603151,0.6688519579984131
4,4434.534363155629,2.5009593355391373,0.0,686.8301257879948,0.6731839579952066
5,4508.661591420469,2.542765119047526,0.0,698.3111087602919,0.6844368330057478
6,4417.676650902167,2.49145203457279,0.0,684.2191674146103,0.67062487500516
7,4441.321865669631,2.5047873062768153,0.0,687.881388631781,0.67421433400159
8,4488.969648701046,2.531659387544298,0.0,695.2611787366654,0.6814474999991944
9,4469.66032219995,2.520769441403138,0.0,692.270509127739,0.6785162500018487
10,4437.025225139686,2.502364115392536,0.0,687.2159157965342,0.6735620830004336
11,4457.31223434689,2.5138054485544745,0.0,690.3580109850202,0.6766417500039097
12,4384.7036727319055,2.472856152610391,0.0,679.1122423375498,0.6656194160023006
13,4413.516435463956,2.489105783808676,0.0,683.5748243880973,0.6699933339987183
14,4425.455280873639,2.495838974813121,0.0,685.4239381896781,0.6718057089965441
15,4456.375729504962,2.513277284752958,0.0,690.2129631207556,0.6764995839985204
16,4460.908133199345,2.5158334397860727,0.0,690.9149514569832,0.6771876249986235
17,4419.527987940163,2.492496139380473,0.0,684.5059064375947,0.6709059170025284
18,4419.9397006307345,2.4927283343783517,0.0,684.5696733758788,0.6709684169982211
19,4410.844690025743,2.4875989905021676,0.0,683.1610187649752,0.6695877500023926
20,4423.770269180167,2.494888673072245,0.0,685.1629599902537,0.6715499159981846
21,4435.222200105335,2.5013472572688658,0.0,686.9366594395577,0.6732883750009933
22,4429.481831298017,2.4981098420675356,0.0,686.0475788942005,0.6724169590015663
23,4456.3466329368575,2.513260875063085,0.0,690.2084565823247,0.6764951669974835
24,4405.202032174738,2.484416681679177,0.0,682.2870719006135,0.6687311670029885
25,4415.936199536094,2.490470466332346,0.0,683.9496026006311,0.6703606659939396
26,4416.292742781535,2.4906715472317567,0.0,684.0048247777665,0.6704147909986204
27,4422.136876349898,2.493967482996145,0.0,684.909976630288,0.6713019589951728
28,4430.8585920505975,2.4988862984832485,0.0,686.2608145314596,0.6726259580027545
29,4428.806615859681,2.497729038534241,0.0,685.943000089197,0.672314458002802
0,4365.871975336225,1.7026540141784747,0.0,680.6609811974655,0.671927625000535
1,4401.740248761848,1.716642344591,0.0,686.2530219906139,0.6774479160012561
2,4382.3174979665255,1.7090676321864988,0.0,683.224919314085,0.6744586659988272
3,4369.221999416928,1.703960495903277,0.0,681.1832664799218,0.6724432089977199
4,4366.362539084882,1.7028453299890571,0.0,680.7374625062137,0.6720031250006286
5,4391.016889062863,1.7124603228688555,0.0,684.5811973068672,0.6757975419968716
6,4358.197303689572,1.6996609556186966,0.0,679.4644620226271,0.6707464580031228
7,4344.730354172825,1.6944089565259697,0.0,677.3648981500287,0.6686738330026856
8,4341.138576337993,1.693008192833616,0.0,676.8049222645444,0.6681210419992567
9,4358.578494459232,1.6998096168707433,0.0,679.5238915443277,0.6708051250025164
10,4363.328464069257,1.7016620657903228,0.0,680.2644352418255,0.6715361670067068
11,4349.108612846212,1.6961164412500904,0.0,678.0474902785655,0.6693476669970551
12,4361.97832862776,1.7011355241184332,0.0,680.0539424652277,0.6713283749995753
13,4363.309510738167,1.7016546741477263,0.0,680.261480323997,0.6715332500025397
14,4332.586464835557,1.6896729399765502,0.0,675.4716058870962,0.6668048330029706
15,4337.37785615621,1.6915415430211873,0.0,676.2186074336464,0.6675422499974957
16,4348.047071902495,1.6957024490489343,0.0,677.8819908080328,0.6691842910004198
17,4355.601272770992,1.6986485250001575,0.0,679.0597279941807,0.6703469169951859
18,4342.518489939411,1.6935463477419472,0.0,677.0200576031926,0.6683334170011221
19,4329.186630619755,1.6883470327104235,0.0,674.9415549588258,0.6662815829986357
20,4377.93626990169,1.707358989424236,0.0,682.5418642427711,0.67378437500156
21,4353.607342345028,1.6978709086012025,0.0,678.748864403163,0.6700400420013466
22,4351.52785883947,1.6970599272077582,0.0,678.4246626649368,0.6697199999980512
23,4358.339982972328,1.6997165993606331,0.0,679.4867064267565,0.6707684169959975
24,4340.545949390721,1.692777073218478,0.0,676.712528799575,0.6680298340070294
25,4368.247362930842,1.703580395722884,0.0,681.0313158431011,0.6722932079937891
26,4370.011443217426,1.7042683724657322,0.0,681.3063446633597,0.672564708002028
27,4409.230825797347,1.719563607772801,0.0,687.4208399072915,0.6786007499977131
28,4343.254062662983,1.693833215029304,0.0,677.1347370199501,0.6684466250007972
29,4337.080321147453,1.6914255068250093,0.0,676.1722202578096,0.6674964580015512
0,5519.84217345951,4.72710642584526,111.62724174174592,771.4300036520476,0.698210457994719
1,5506.5306196541005,4.715706619554766,111.3580434589147,769.5696366926267,0.6965266659972258
2,5484.447700017819,4.696795152879866,110.9114626815774,766.4834204131879,0.6937333750029211
3,5465.242122921156,4.680347797311944,110.52307012795204,763.799329465614,0.6913040419967729
4,5448.99591016236,4.666434795034992,110.1945245170406,761.5288268726033,0.6892490419995738
5,5442.0461360896625,4.660483117315803,110.0539798989003,760.5575555808152,0.6883699579993845
6,5404.328375074235,4.628182217242643,109.29121721574413,755.2862794095905,0.6835989999963203
7,5414.837350473571,4.637181939259716,109.50373922280446,756.7549697590482,0.6849282909970498
8,5447.795224150921,4.665406546331182,110.17024315836348,761.3610240287751,0.6890971660031937
9,5447.082730832096,4.664796378206813,110.1558344739409,761.261448949222,0.6890070419976837
10,5462.674746967845,4.6781491367370425,110.4711503289476,763.4405237645086,0.6909792919977917
11,5445.905105721958,4.663787878497866,110.13201947367104,761.096869000291,0.6888580829981947
12,5440.649135749839,4.659286748094407,110.0257284942865,760.362316669378,0.6881932500036783
13,5404.703231762331,4.6285032386420575,109.2987979067903,755.3386678089649,0.6836464160005562
14,5410.787987894806,4.633714128538842,109.42184934963866,756.189047819478,0.6844160830005421
15,5535.119945995178,4.74019007107577,111.93620267840356,773.5651610990581,0.7001429590018233
16,5419.449013845381,4.641131295577101,109.59700045127067,757.3994765003574,0.6855116249935236
17,5435.615181475974,4.654975748459343,109.92392731718992,759.6587923217901,0.6875565000009374
18,5520.117228557755,4.727341978725491,111.6328041547605,771.4684441995806,0.6982452499942156
19,5449.549965300805,4.6669092791819855,110.2057291212546,761.6062592962202,0.689319124998292
20,5450.2212936203105,4.667484194245363,110.21930532982265,761.7000813280272,0.6894040420011152
21,5479.125519767146,4.692237321030356,110.8038327380454,765.7396148112895,0.6930601670028409
22,5449.408975070284,4.666788537355728,110.20287788927168,761.5865550926165,0.6893012910004472
23,5401.537331059038,4.6257920108410016,109.23477419885964,754.8962147977454,0.6832459579964052
24,5428.360389682284,4.648762858338857,109.7772143547733,758.6448930319134,0.686638833998586
25,5423.497388261687,4.644598260051115,109.67887034092132,757.9652603384844,0.6860237079963554
26,5439.028799304912,4.657899117328863,109.992960584923,760.1358652400894,0.6879882919965894
27,5402.778533859611,4.6268549574887485,109.25987492469858,755.0696800981816,0.6834029590027058
28,5425.496549978012,4.646310310848687,109.71929919761256,758.244654799714,0.6862765839978238
29,5472.8253332894155,4.686841939958393,110.67642466787464,764.8591271587816,0.6922632499990868
0,4319.289765826592,1.8254119541148643,0.0,675.5351802555263,0.6684346249967348
1,4352.448749074268,1.8394255553521544,0.0,680.7212318843227,0.6735661659986363
2,4376.829120766304,1.849729152551054,0.0,684.5343122004392,0.6773391669994453
3,4330.179511549561,1.8300141626022992,0.0,677.2383321019491,0.6701198750015465
4,4310.66218590011,1.821765778843762,0.0,674.1858302288351,0.6670994579981198
5,4325.011416888251,1.8278300299586896,0.0,676.430044177803,0.6693200829977286
6,4325.735138314875,1.828135888054634,0.0,676.5432339175277,0.6694320829992648
7,4347.06876561683,1.8371518745739288,0.0,679.8798046377772,0.6727335830000811
8,4327.957460643241,1.8290750826824616,0.0,676.8908042348878,0.6697760000024573
9,4348.485786304246,1.8377507337943737,0.0,680.1014261027397,0.6729528750001919
10,4383.086028420811,1.8523734377570833,0.0,685.5128900383214,0.6783074589984608
11,4330.842382203359,1.8302943040332005,0.0,677.3420048053048,0.6702224580003531
12,4337.304451966587,1.8330252945510048,0.0,678.3526699143846,0.6712225000010221
13,4316.722008708338,1.8243267723389136,0.0,675.1335840761136,0.6680372499977238
14,4344.111956519706,1.8359022722169327,0.0,679.4173608855173,0.6722759999975096
15,4328.966308884005,1.8295014406575965,0.0,677.0485876935404,0.669932124998013
16,4330.573681242119,1.8301807460240551,0.0,677.2999800831567,0.6701808750003693
17,4371.366206613537,1.8474204237230736,0.0,683.6799146265353,0.6764937500047381
18,4327.686065067118,1.8289603858790968,0.0,676.8483580760569,0.6697339999955148
19,4330.916964261218,1.8303258237939384,0.0,677.3536694091241,0.6702339999974356
20,4324.388396143734,1.8275667298384473,0.0,676.3326039842137,0.6692236669987324
21,4336.148055024984,1.8325365797586783,0.0,678.1718098983298,0.671043541005929
22,4315.7473562602345,1.8239148661399016,0.0,674.9811488256646,0.6678864169953158
23,4364.8955232319495,1.8446857929304157,0.0,682.6679023510125,0.6754923749977024
24,4344.278884181038,1.8359728189422015,0.0,679.4434683045378,0.6723018330012565
25,4356.507572628897,1.841140889455201,0.0,681.3560302540211,0.674194291997992
26,4314.834620808611,1.8235291272118217,0.0,674.8383973685347,0.6677451659998042
27,4362.184256020569,1.8435399611277865,0.0,682.2438612508175,0.6750727909966372
28,4324.733023249692,1.8277123756443632,0.0,676.3865035248249,0.669277000000875
29,4332.038357679215,1.8307997454480665,0.0,677.5290548881808,0.6704075419984292
0,4337.254079439231,1.6712729288293031,0.0,680.5423366192922,0.6729385419967002
1,4349.354222159726,1.6759354735161824,0.0,682.4409248157895,0.674815917001979
2,4321.136396164294,1.665062306338787,0.0,678.0133711411542,0.6704378330032341
3,4317.7016217057935,1.663738785635599,0.0,677.4744335108159,0.6699049169983482
4,4333.543222965376,1.669843025518606,0.0,679.9600799911764,0.6723627910032519
5,4299.8848105559455,1.656873438665505,0.0,674.6788642245937,0.6671405829983996
6,4318.773143762031,1.6641516749366254,0.0,677.6425620341939,0.6700711669982411
7,4333.700867206943,1.6699037705311166,0.0,679.9848153602708,0.672387250000611
8,4369.361604669405,1.6836449127495607,0.0,685.5802084716212,0.6779201250028564
9,4335.564883714424,1.6706220315024098,0.0,680.2772912277812,0.6726764579943847
10,4336.533816837319,1.6709953902377943,0.0,680.4293229048299,0.6728267910002614
